,Hotel Name,Address,Rating (5),Price (2)
438,Writer's Cafe,CT South West Chennai,4.5,800
439,Sandwich Square,"SB Nagar, South Chennai",4.1,600
440,Dindigul Thalappakatti,"TB Nagar, South Chennai",4.0,1000
441,Boats,"BB Nagar, South Chennai",4.0,1900
442,Atte - Glocal Cafe,"CB Nagar, South Chennai",4.0,500
443,Royal Sandwich,SA Central Chennai,NR,300
444,The Cascade,"CB Nagar, South Chennai",4.2,800
445,Blu Hickey Bistro,"BR Blu GRT Hotel,St. Thomas Mount, West Chennai",4.4,2000
446,ABs - Absolute Barbecues,BP West Chennai,4.2,1800
447,Cookie Man,"MP Market City,Velachery, South West Chennai",2.0,300
448,The Kati Roll Shop,"SB Nagar, South Chennai",4.0,500
449,Ministry of Chutneys,"CR Blu GRT Hotel,St. Thomas Mount, West Chennai",4.1,2500
450,Unlock Bar,"BK Select Hotel Katti Ma,Thiruvanmiyur, South Chennai",3.9,1600
451,Subway,"SA Corner Complex,Virugambakkam, West Chennai",NR,500
452,Dindigul Thalappakatti,TP West Chennai,4.4,700
453,The Alcove,"AB Nagar, South Chennai",4.1,1500
454,Dhabba Express,"EB Nagar, South Chennai",3.5,800
455,Diff 4,42 South West Chennai,4.1,1900
456,Chennai Kulfi,KV West Chennai,NR,200
457,Cinnamon,"CT Hotel,Meenambakkam, South West Chennai",4.1,2500
458,Hotel Saravana Bhavan,"BA Salai, Central Chennai",1.7,600
459,Samudra,"ST Hotel,Meenambakkam, South West Chennai",4.0,1200
460,Masaledar Urban Rasoi,RP South West Chennai,3.8,600
461,M,"MA - Global Veg KitchenGrand Arcade,Velachery, South West Chennai",4.3,900
462,Tibbs Frankie,FR Central Chennai,NR,200
463,Arcot Bar,"BT Hotel,Meenambakkam, South West Chennai",3.8,2500
464,Express By A,AB West Chennai,3.8,600
465,Pind,PV South West Chennai,4.1,1000
466,Hotel Saravana Bhavan,BA West Chennai,2.6,600
467,House of Candy,"CV Mall,Anna Nagar, North Chennai",1.0,300
468,TN 72 Cafe,CK South Chennai,4.5,400
469,Murugan Idli Shop,"SB Nagar, South Chennai",3.7,300
470,Kari Theory,"TR Blu GRT Hotel,St. Thomas Mount, West Chennai",3.2,3000
471,Dindigul Thalappakatti,"TP Town, North Chennai",3.5,700
472,Parfait,PV South West Chennai,3.5,600
473,Cookie Man,"MV Mall,Anna Nagar, North Chennai",1.0,300
474,WOK 'n' a B,BO Central Chennai,NR,1200
475,Score - The Sports Bar & Grill,"GH Inn,Thiruvanmiyur, South Chennai",4.4,1800
476,Fennel,"FH Grand Residence,Porur, West Chennai",3.8,1200
477,Chennai Kulfi,"KA Nagar, North Chennai",4.3,200
478,Waf Bites,BM West Chennai,4.4,300
479,Cafe G,"GH Inn,Thiruvanmiyur, South Chennai",4.1,1800
480,Bliss Bar,"BH Grand Residence,Porur, West Chennai",3.8,1500
481,Dindigul Thalappakatti,TM West Chennai,4.1,700
482,Dindigul Thalappakatti,TV South West Chennai,3.6,700
483,Cake Waves,WV South West Chennai,3.5,500
484,Creamy Inn,IV South West Chennai,5.0,300
485,The Lounge,"LH Inn,Thiruvanmiyur, South Chennai",4.0,1000
486,Mansukh's Sweets and Snacks,SN South West Chennai,3.8,800
487,Madras Coffee House,"HN Decor Tower,Mylapore, Central Chennai",NR,200
488,The Cascade,"CA Santham Building,Mogappair, West Chennai",4.6,800
489,Yazhee World,"WH Chennai Le Palace,Porur, West Chennai",3.8,1100
490,Chop N Stix,SP West Chennai,4.3,1000
491,OSR Casa Cafe,CE North Chennai,NR,400
492,Milky,MW South West Chennai,3.7,400
493,East Coast at Madras Square,SN South Chennai,4.5,1400
494,Waffle Shack,SK North Chennai,NR,400
495,The Lady Connemara,"CT Connemara,Anna Salai, Central Chennai",NR,3400
496,Raintree,"RT Connemara,Anna Salai, Central Chennai",NR,3600
497,Murugan Idli Shop,"SP Town, North Chennai",2.0,300
498,Murugan Idli Shop,SV South West Chennai,2.6,300
499,99 Pancakes,"PE Avenue Mall,Royapettah, Central Chennai",NR,300
500,Barbeque Nation,"NT Grand Mall,Velachery, South West Chennai",4.1,1800
501,Le Gourmandise,"GL Royal Meridien Chennai,St. Thomas Mount, West Chennai",NR,1500
502,Fuel Juice & Pasta Bar,BM West Chennai,4.7,500
503,Tipsy Crow,"CG Arcade,Velachery, South West Chennai",4.0,1800
504,Parfait,PK North Chennai,NR,600
505,Twist Restaurant,"RT Chennai,Perungudi, South West Chennai",4.5,2500
506,Tibbs Frankie,"FT Complex,Anna Nagar, North Chennai",NR,200
507,Mr.,"MP Arcade,Velachery, South West Chennai",3.7,200
508,The Madras Diner,DM West Chennai,4.3,900
509,Noodle Bowl,BP West Chennai,4.0,600
510,Pedreno's,"PO Mahabalipuram Road OMR, South West Chennai",4.6,2500
511,Tosai,TV South West Chennai,3.5,500
512,Subway,SM West Chennai,1.0,500
513,Donut House,HP South West Chennai,5.0,400
514,Pitcherr Perfect,PK South Chennai,4.0,1600
515,11 O Cafe,CP South West Chennai,3.9,600
516,Samasa Rooftop,"RT Chennai,Perungudi, South West Chennai",3.8,1500
517,Murugan Idli Shop,SP North Chennai,3.0,300
518,Havmor Havfunn,HM West Chennai,3.7,300
519,The Madras Bakery,BM West Chennai,3.8,400
520,Parfait,PK North Chennai,NR,600
521,Ammavin Aduppankarai,AP North Chennai,3.8,600
522,Cream En Creamy,CM West Chennai,3.2,500
523,Tasty Kitchen,KP North Chennai,4.2,600
524,Dindigul Thalappakatti,TP North Chennai,4.3,700
525,Chai Waale,WS North Chennai,3.4,200
526,Murugan Idli Shop,SA North Chennai,3.5,300
527,Hotel Saravana Bhavan,"BG Town, North Chennai",3.5,600
528,Makers Of Milkshakes,MP North Chennai,2.9,400
529,Buttons Cupcakes,"CV Mall,Anna Nagar, North Chennai",NR,300
530,Murugan Idli Shop,SN South West Chennai,2.3,300
531,Sri Akshayaas,AP West Chennai,1.4,500
532,Subway,SA South Chennai,NR,500
533,New Lassi Corner,CT North Chennai,NR,400
534,Brownie Heaven,HT South Chennai,2.5,800
535,Alien Stone,SP South West Chennai,3.8,800
536,Hotel Saravana Bhavan,BP South West Chennai,3.3,600
537,Pizza Dough,DM South West Chennai,3.8,600
538,House of Candy,"CP Market City,Velachery, South West Chennai",NR,300
539,Flavours,"FV Hotel,Porur, West Chennai",3.7,1500
540,Topi Vappa Biriyani,BM South West Chennai,3.5,700
541,Dindigul Thalappakatti,TK South Chennai,3.5,700
542,Sea Emperor,EM South West Chennai,3.2,1000
543,Murugan Idli Shop,SP West Chennai,1.7,300
544,Dindigul Thalappakatti,TP North Chennai,2.3,700
545,Barbeque Elite,"EP Towers,Kolathur, North Chennai",3.5,1600
546,Subway,"SR IT Park,Tharamani, South West Chennai",NR,500
547,Chennai Kulfi,KM West Chennai,NR,200
548,Topi Vappa Biriyani,BM South West Chennai,2.5,700
549,The Table,TM West Chennai,NR,400
550,Parfait,PA North Chennai,NR,600
551,Zeeshan Restaurant - Apna Hyderabadi Food,FP South West Chennai,2.6,600
552,Chaat Chatore,CI West Chennai,4.4,300
553,C,"CK BakeryAnna Nagar, North Chennai",NR,500
554,Mummy Daddy Andhra Mess,MT South West Chennai,NR,500
555,Seasons By Kovai Pazhamudir,PT South West Chennai,NR,100
556,Pizza Republic,"RA Nagar, North Chennai",NR,500
557,Double Roti,RN South Chennai,4.3,1000
558,Chennai Kulfi,KM West Chennai,NR,200
559,Dosa.in,DM West Chennai,4.3,300
560,Madras Coffee House,HV South West Chennai,1.0,200
561,Murugan Idli Shop,"SP Town, North Chennai",NR,300
562,Hungry Puppets,PI West Chennai,3.7,400
563,Buhari Restaurant,"RP Towers,Poonamallee, West Chennai",4.3,1000
564,Creamy Inn,"IA Nagar, North Chennai",NR,300
565,Tibbs Frankie,"FB Nagar, South Chennai",NR,200
566,Bhatinda Xpress,"XM Arcade,Thuraipakkam, South West Chennai",4.2,1200
567,The Bench Cafe,CK North Chennai,4.1,600
568,Makers Of Milkshakes,"MO Food Street,Ambattur, North Chennai",2.9,400
569,Atho Man,MR North Chennai,3.6,400
570,Pind,"PM Arcade,Thuraipakkam, South West Chennai",4.4,1000
571,The Big Barbeque,"BO Mahabalipuram Road OMR, South West Chennai",3.8,1888
572,Rasavid,RT South West Chennai,3.8,900
573,Kake Da Punjabi Dhabba,DP South West Chennai,3.0,700
574,Ice Cream Works,WT South Chennai,NR,300
575,#1,"17 ECREast Coast Road, South Chennai",3.9,800
576,Dindigul Thalappakatti,"TO Mahabalipuram Road OMR, South West Chennai",5.0,700
577,Oasis,"OP Plaza Chennai,Thuraipakkam, South West Chennai",4.4,1500
578,Barbeque Nation,NT South West Chennai,4.2,2000
579,Guru Mess,MP South West Chennai,3.6,500
580,Kumarakom,"KS Infocity,Perungudi, South West Chennai",NR,800
581,Subway,SK South West Chennai,3.0,500
582,Meraki - Progressive Diner,DN South Chennai,3.7,800
583,Madras Coffee House,HM South West Chennai,NR,200
584,Murugan Idli Shop,SP North Chennai,NR,300
585,Hub At E,EC South Chennai,4.2,2900
586,Sandwich Square,SA North Chennai,3.6,600
587,Dindigul Thalappakatti,TV South Chennai,4.2,700
588,Flower Drum,DT South West Chennai,4.3,1100
589,Eagle Boys Pizza,"PV Mmeen Complex,Madipakkam, South West Chennai",NR,600
590,Cake Waves,WP South West Chennai,3.0,500
591,"Tosai clubThuraipakkam, South West Chennai₹ 800 for 2 (approx) | North Indian, Chinese, Continental, South Indian",,4.0,800
592,Hotel Arasu Chettinad,CA North Chennai,3.3,700
593,Cream & Fudge,FK West Chennai,2.4,400
594,Chennai Kulfi,"KO Food Street,Injambakkam, South Chennai",4.5,200
595,Express Cafe,"CH Inn Express Chennai,Thuraipakkam, South West Chennai",3.7,800
596,Lassi Shop,SP South West Chennai,3.3,200
597,Ghuma Ghumalu,GT South West Chennai,3.6,500
598,Orange Coconut Wine & Dine,DT South West Chennai,4.3,1300
599,Evanjalin Restaurant,RP South West Chennai,NR,600
600,Dindigul Thalappakatti,TT South West Chennai,4.3,700
601,The Chowmein Shop,ST South West Chennai,3.0,300
602,Apna Dhaba,DT South West Chennai,3.6,1200
603,Big Hit Lounge,LT South West Chennai,3.6,1000
604,Jaipurya - The Desi Gourmet,GP South West Chennai,NR,300
605,Cream En Creamy,CP South West Chennai,2.1,500
606,Chai Waale,WT South West Chennai,1.0,200
607,Palmshore,PM South West Chennai,4.3,1000
608,Dindigul Thalappakatti,TM South West Chennai,4.1,700
609,Dindigul Thalappakatti,TA North Chennai,2.5,700
610,Le Wrap Factorie,FM South West Chennai,4.7,300
611,Mr. Sandwich,SC South West Chennai,3.7,500
612,The Cascade,CM South West Chennai,4.0,800
613,Winchester,"WP Plaza Chennai,Thuraipakkam, South West Chennai",NR,1800
614,Express By A,AB South West Chennai,4.8,600
615,Jugo Cafe,CM South West Chennai,4.3,700
616,ABs - Absolute Barbecues,BC South West Chennai,3.9,1800
617,Cold Stone Creamery,"CE Coast Road, South Chennai",4.6,400
618,Subway,ST South West Chennai,1.0,500
619,Eagle Boys Pizza,PK South West Chennai,3.6,600
620,Orange Wok,WC South West Chennai,4.1,1000
621,Dindigul Thalappakatti,"TO Food Street,Navalur, South West Chennai",NR,700
622,AGS Restaurant,RM South West Chennai,3.3,800
623,Cake Waves,WP South West Chennai,NR,500
624,Sian,"SV Chennai,Sholinganallur, South West Chennai",4.3,1800
625,N,"NI Asian Bar & CafeNovotel Chennai OMR,Sholinganallur, South West Chennai",4.3,2500
626,Mynt,"MV Chennai,Sholinganallur, South West Chennai",4.0,2000
627,The Square,"SN Chennai OMR,Sholinganallur, South West Chennai",4.1,2500
628,Wink,"WV Chennai,Sholinganallur, South West Chennai",3.8,1600
629,Monk's Plate,PI South Chennai,3.6,1800
630,Barbeque Nation,NC South West Chennai,4.0,1800
631,Delhi Dhaba,DA South Chennai,4.0,800
632,Subway,SM South West Chennai,3.3,500
633,Delhi Highway,HS South West Chennai,4.1,1000
634,Hola,HC South West Chennai,4.0,1200
635,Guntur Gongura,GS South West Chennai,3.6,500
636,Coriander,"CH Halez,Sholinganallur, South West Chennai",3.9,1600
637,Dindigul Thalappakatti,TS South Chennai,4.0,700
638,Dindigul Thalappakatti,"TT West, South West Chennai",3.7,700
639,Kipling Cafe,"CE Coast Road, South Chennai",4.2,1600
640,Tuscana Pizzeria,PA South Chennai,4.2,1200
641,Dindigul Thalappakatti,TP West Chennai,4.1,700
642,Dindigul Thalappakatti,TC South West Chennai,NR,700
643,Prive Restaurant,"RE Coast Road, South Chennai",4.3,1200
644,Tibbs Frankie,"FT East, South West Chennai",4.5,200
645,Sauce O Cheese,CS South Chennai,3.1,400
646,Madras Coffee House,"HT East, South West Chennai",4.5,200
647,Chat Box,BT North Chennai,1.0,500
648,The Eatery,"EF Points by Sheraton Chennai OMR,Sholinganallur, South West Chennai",3.8,1800
649,Gossip Fusion Bistro & Dessert Bar,BU South Chennai,4.5,1500
650,Robot,RS South West Chennai,4.1,1200
651,Tosai,"TE Coast Road, South Chennai",3.7,500
652,Madras Coffee House,"HT West, South West Chennai",1.0,200
653,Regos Cafe,"CT West, South West Chennai",4.8,400
654,Cake Waves,WS South Chennai,NR,500
655,Lounge @ The Eatery,"EF Points by Sheraton Chennai OMR,Sholinganallur, South West Chennai",2.0,1500
656,Subway,SP West Chennai,NR,500
657,Coal Barbecues,BN South West Chennai,4.1,1800
658,ABs - Absolute Barbecues,"BV Mall,Navalur, South West Chennai",4.2,1800
659,Frozen Bottle,"BO Food Street,Navalur, South West Chennai",4.5,400
660,Sulthan's Biryani,"BO Food Street,Navalur, South West Chennai",4.2,700
661,Top Deck- Rooftop Poolside Dining,DS South West Chennai,NR,1500
662,Sky Line,"LH Gokulam Park Sabari - OMR,Navalur, South West Chennai",3.3,1000
663,Buttons Cupcakes,"CT Marina Mall,Egattur, South West Chennai",5.0,300
664,Orange Wok,"WT Marina Mall,Egattur, South West Chennai",4.2,1000
665,2,"24 BytesHotel Gokulam Park Sabari - OMR,Navalur, South West Chennai",2.7,1000
666,The Pasta Land,"LT Marina Mall,Egattur, South West Chennai",3.8,500
667,Baskin Robbins,"RT Marina Mall,Egattur, South West Chennai",3.7,400
668,Burma Square,SN South West Chennai,1.0,200
669,The Square,"SN Chennai Sipcot Hotel,Egattur, South West Chennai",4.2,2500
670,Le Bar - Poolside Dining,"DN Chennai Sipcot Hotel,Egattur, South West Chennai",3.9,2000
671,Spice It,"II Hotel,Egattur, South West Chennai",3.8,1500
672,Goan Shack,"SN Chennai Sipcot Hotel,Egattur, South West Chennai",3.0,2200
673,Dindigul Thalappakatti,TV South West Chennai,4.0,700
674,Cold Stone Creamery,"CT Marina Mall,Egattur, South West Chennai",NR,400
675,Cake Waves,WT South Chennai,NR,500
676,Ride Bar,"BD Hotel,Padur, South West Chennai",2.9,1800
677,ECR Dhaba,DM South Chennai,3.8,800
678,Dindigul Thalappakatti,TP South West Chennai,4.0,700
679,Kulfi Bitz,"BO Food Street,GST Road, South West Chennai",5.0,300
680,Kulfi Bitz,"BG Road, South West Chennai",NR,300
681,Pelican Deck,"DS Grand Chennai Resort & Spa,Mahabalipuram, South Chennai",5.0,3000
682,The Reef,"RS Grand Chennai Resort & Spa,Mahabalipuram, South Chennai",4.3,1800
683,Tao of Peng,"PI Chennai Mahabalipuram Resort,Mahabalipuram, South Chennai",4.5,4000
684,The Melting Pot,"PI Chennai Mahabalipuram Resort,Mahabalipuram, South Chennai",4.3,1300
685,Kokommo,"KI Chennai Mahabalipuram Resort,Mahabalipuram, South Chennai",4.1,2500
686,Pintail Lounge,"LS Grand Chennai Resort & Spa,Mahabalipuram, South Chennai",NR,2000
687,Melange,"MM Chennai,Sriperumbudur, West Chennai",4.3,1600
688,Hybrid,"HM Chennai,Sriperumbudur, West Chennai",3.5,1500
689,Cafe First Story,"SF by Marriott,GST Road, South West Chennai",2.9,1500
690,Dhabba Express,EC South Chennai,3.8,800
691,First Story Bar,"BF by Marriott,GST Road, South West Chennai",1.8,1700
692,Ideal Garden Restaurant,RM South Chennai,2.8,1000
693,Waters Edge Cafe,"CR Blu Resort Temple Bay Mamallapuram,Mahabalipuram, South Chennai",4.4,3200
694,Maritime Tales,"TR Blu Resort Temple Bay Mamallapuram,Mahabalipuram, South Chennai",3.1,2500
695,Moonrakers,MM South Chennai,3.4,800
696,The Waterfall Restaurant,RV West Chennai,4.1,1700
697,Pizza Hut - 1,"17 Nagar, West Chennai",4.1,800
698,Namma Veedu Vasanta Bhavan,BV West Chennai,3.2,700
699,Namma Veedu Vasanta Bhavan,BV West Chennai,3.3,700
700,Sandy's Chocolate Laboratory,LN Central Chennai,4.4,1200
701,Pizza Hut - 1,"17 Gee Emerald Complex,Nungambakkam, Central Chennai",4.3,800
702,Fabcafe by Fabindia,FA Central Chennai,4.4,1500
703,Cafe Coffee Day,"DI Center,Nungambakkam, Central Chennai",3.5,900
704,Earthen Oven,"OW Chennai,Gopalapuram, Central Chennai",4.4,2000
705,Welcom,"WC MarinaWelcomHotel Chennai,Gopalapuram, Central Chennai",4.3,1500
706,Cafe Coffee Day,DG South Chennai,4.4,900
707,Mandarin,MG Central Chennai,3.6,500
708,Kafe Latte,"LL Celestial Building,Nungambakkam, Central Chennai",2.9,800
709,Pizza Hut - 1,"17 Towers,Mylapore, Central Chennai",4.5,800
710,Mount Road Social,"SE Hotel,Royapettah, Central Chennai",3.9,1600
711,Namma Veedu Vasanta Bhavan,BM Central Chennai,4.5,700
712,Pizza Hut - 1,"17 Avenue Mall,Royapettah, Central Chennai",4.0,800
713,Cafe Coffee Day,"DT Nagar, Central Chennai",NR,900
714,Pizza Hut - 1,"17 Market City,Velachery, South West Chennai",4.6,800
715,Pizza Hut - 1,"17 Nagar, North Chennai",4.0,800
716,Cafe Coffee Day,"DV Mall,Anna Nagar, North Chennai",3.0,900
717,Cafe Coffee Day,DA South Chennai,2.8,900
718,Batter,BN Central Chennai,NR,300
719,Batter,BA Central Chennai,NR,300
720,Topi Vappa Biriyani,"BK Nagar, West Chennai",NR,700
721,Namma Veedu Vasanta Bhavan,BE North Chennai,NR,700
722,Dhabba Express,EK North Chennai,3.1,800
723,Namma Veedu Vasanta Bhavan,BN South Chennai,4.0,700
724,Chak de! Dhaba,"DO Mahabalipuram Road OMR, South West Chennai",NR,900
725,Cafe Coffee Day,DT South West Chennai,2.2,900
726,Namma Veedu Vasanta Bhavan,BC South West Chennai,4.0,700
727,Namma Veedu Vasanta Bhavan,BM South West Chennai,4.0,700
728,Cafe Coffee Day,DS South Chennai,4.5,900
729,Topi Vappa Biriyani,BK South West Chennai,5.0,700
730,Cafe Coffee Day,DK South West Chennai,3.0,900
731,Inzy’s Garden Restaurant,RE South West Chennai,3.1,700
732,Cafe Coffee Day,"DK Village, West Chennai",NR,900
733,Cafe Coffee Day,"DE Coast Road, South Chennai",NR,900
734,Cafe Coffee Day,DS South West Chennai,NR,900
735,Cafe Coffee Day,DK South West Chennai,2.0,900
